Store,Date,Temperature,Fuel_Price,CPI,Unemployment,Year,Month,Week,DayOfYear,Quarter,Month_sin,Month_cos,Week_sin,Week_cos
1,2010-05-14,63.63,3.833,210.584,9.532,2010,5,19,134,2,0.49999999999999994,-0.8660254037844387,0.7485107481711013,-0.663122658240795
1,2010-05-21,54.1,3.435,208.271,10.128,2010,5,20,141,2,0.49999999999999994,-0.8660254037844387,0.6631226582407952,-0.7485107481711012
1,2010-05-28,64.22,3.331,209.561,9.064,2010,5,21,148,2,0.49999999999999994,-0.8660254037844387,0.5680647467311558,-0.8229838658936564
1,2010-06-04,60.85,3.147,213.475,7.914,2010,6,22,155,2,1.2246467991473532e-16,-1.0,0.46472317204376906,-0.8854560256532096
1,2010-06-11,57.01,3.206,210.331,8.816,2010,6,23,162,2,1.2246467991473532e-16,-1.0,0.35460488704253584,-0.9350162426854147
1,2010-06-18,55.6,2.899,211.187,9.48,2010,6,24,169,2,1.2246467991473532e-16,-1.0,0.23931566428755768,-0.970941817426052
1,2010-06-25,57.58,2.94,213.303,8.742,2010,6,25,176,2,1.2246467991473532e-16,-1.0,0.12053668025532308,-0.992708874098054
1,2010-07-02,43.88,2.175,211.492,8.086,2010,7,26,183,3,-0.4999999999999997,-0.8660254037844388,-3.216245299353273e-16,-1.0
1,2010-07-09,40.11,2.147,205.583,7.876,2010,7,27,190,3,-0.4999999999999997,-0.8660254037844388,-0.12053668025532283,-0.992708874098054
1,2010-07-16,40.26,2.069,207.226,7.521,2010,7,28,197,3,-0.4999999999999997,-0.8660254037844388,-0.23931566428755743,-0.9709418174260521
1,2010-07-23,36.03,2.197,210.053,7.011,2010,7,29,204,3,-0.4999999999999997,-0.8660254037844388,-0.3546048870425356,-0.9350162426854148
1,2010-07-30,40.99,1.661,210.366,7.412,2010,7,30,211,3,-0.4999999999999997,-0.8660254037844388,-0.46472317204376806,-0.8854560256532101
1,2010-08-06,27.15,1.584,210.753,6.444,2010,8,31,218,3,-0.8660254037844385,-0.5000000000000004,-0.5680647467311556,-0.8229838658936566
1,2010-08-13,30.21,1.361,209.252,6.372,2010,8,32,225,3,-0.8660254037844385,-0.5000000000000004,-0.663122658240795,-0.7485107481711013
1,2010-08-20,26.96,1.477,212.047,6.614,2010,8,33,232,3,-0.8660254037844385,-0.5000000000000004,-0.7485107481711011,-0.6631226582407952
1,2010-08-27,31.91,1.122,206.88,6.398,2010,8,34,239,3,-0.8660254037844385,-0.5000000000000004,-0.8229838658936564,-0.5680647467311559
1,2010-09-03,22.39,0.982,208.635,6.446,2010,9,35,246,3,-1.0,-1.8369701987210297e-16,-0.8854560256532096,-0.4647231720437691
1,2010-09-10,12.41,0.865,210.354,6.532,2010,9,36,253,3,-1.0,-1.8369701987210297e-16,-0.9350162426854147,-0.3546048870425359
1,2010-09-17,13.38,1.334,211.62,6.102,2010,9,37,260,3,-1.0,-1.8369701987210297e-16,-0.970941817426052,-0.23931566428755774
1,2010-09-24,13.48,0.692,210.261,5.768,2010,9,38,267,3,-1.0,-1.8369701987210297e-16,-0.992708874098054,-0.12053668025532357
1,2010-10-01,10.1,1.321,211.569,6.267,2010,10,39,274,4,-0.8660254037844386,0.5000000000000001,-1.0,-1.8369701987210297e-16
1,2010-10-08,7.36,0.93,210.178,6.354,2010,10,40,281,4,-0.8660254037844386,0.5000000000000001,-0.992708874098054,0.1205366802553232
1,2010-10-15,10.73,1.201,214.906,5.278,2010,10,41,288,4,-0.8660254037844386,0.5000000000000001,-0.9709418174260521,0.23931566428755738
1,2010-10-22,19.78,1.146,212.386,7.001,2010,10,42,295,4,-0.8660254037844386,0.5000000000000001,-0.9350162426854148,0.35460488704253557
1,2010-10-29,19.42,1.306,212.088,6.398,2010,10,43,302,4,-0.8660254037844386,0.5000000000000001,-0.8854560256532101,0.464723172043768
1,2010-11-05,17.61,1.674,210.778,6.981,2010,11,44,309,4,-0.5000000000000004,0.8660254037844384,-0.822983865893657,0.5680647467311548
1,2010-11-12,23.82,1.602,209.204,6.587,2010,11,45,316,4,-0.5000000000000004,0.8660254037844384,-0.7485107481711011,0.6631226582407952
1,2010-11-19,26.77,1.46,211.126,6.596,2010,11,46,323,4,-0.5000000000000004,0.8660254037844384,-0.6631226582407955,0.7485107481711007
1,2010-11-26,26.65,1.669,208.965,7.227,2010,11,47,330,4,-0.5000000000000004,0.8660254037844384,-0.5680647467311559,0.8229838658936564
1,2010-12-03,30.6,1.728,211.735,6.682,2010,12,48,337,4,-2.4492935982947064e-16,1.0,-0.4647231720437684,0.88545602565321
1,2010-12-10,31.36,2.092,208.216,6.938,2010,12,49,344,4,-2.4492935982947064e-16,1.0,-0.35460488704253595,0.9350162426854147
1,2010-12-17,38.91,2.08,211.794,7.781,2010,12,50,351,4,-2.4492935982947064e-16,1.0,-0.2393156642875578,0.970941817426052
1,2010-12-24,42.23,2.414,210.269,7.44,2010,12,51,358,4,-2.4492935982947064e-16,1.0,-0.12053668025532363,0.992708874098054
1,2010-12-31,50.0,2.812,212.359,7.827,2010,12,52,365,4,-2.4492935982947064e-16,1.0,6.432490598706546e-16,1.0
1,2011-01-07,42.23,2.894,212.052,7.99,2011,1,1,7,1,0.49999999999999994,0.8660254037844387,0.12053668025532305,0.992708874098054
1,2011-01-14,60.45,2.507,214.398,8.535,2011,1,2,14,1,0.49999999999999994,0.8660254037844387,0.23931566428755774,0.970941817426052
1,2011-01-21,61.66,3.143,212.985,8.092,2011,1,3,21,1,0.49999999999999994,0.8660254037844387,0.3546048870425356,0.9350162426854148
1,2011-01-28,63.09,3.007,216.177,7.562,2011,1,4,28,1,0.49999999999999994,0.8660254037844387,0.4647231720437685,0.8854560256532099
1,2011-02-04,67.03,3.247,212.345,9.634,2011,2,5,35,1,0.8660254037844386,0.5000000000000001,0.5680647467311558,0.8229838658936564
1,2011-02-11,71.11,3.25,216.614,10.003,2011,2,6,42,1,0.8660254037844386,0.5000000000000001,0.6631226582407952,0.7485107481711011
1,2011-02-18,63.23,3.578,216.011,9.237,2011,2,7,49,1,0.8660254037844386,0.5000000000000001,0.7485107481711011,0.6631226582407953
1,2011-02-25,67.02,3.841,213.301,9.306,2011,2,8,56,1,0.8660254037844386,0.5000000000000001,0.8229838658936564,0.5680647467311559
1,2011-03-04,73.52,3.597,216.413,8.971,2011,3,9,63,1,1.0,6.123233995736766e-17,0.8854560256532099,0.4647231720437686
1,2011-03-11,67.97,3.946,217.894,10.682,2011,3,10,70,1,1.0,6.123233995736766e-17,0.9350162426854148,0.35460488704253557
1,2011-03-18,82.54,4.404,216.487,9.844,2011,3,11,77,1,1.0,6.123233995736766e-17,0.970941817426052,0.23931566428755804
1,2011-03-25,73.73,4.099,214.413,9.824,2011,3,12,84,1,1.0,6.123233995736766e-17,0.992708874098054,0.120536680255323
1,2011-04-01,68.45,4.044,215.471,10.279,2011,4,13,91,2,0.8660254037844387,-0.4999999999999998,1.0,-1.6081226496766366e-16
1,2011-04-08,80.23,4.264,216.781,10.58,2011,4,14,98,2,0.8660254037844387,-0.4999999999999998,0.992708874098054,-0.12053668025532288
1,2011-04-15,74.06,3.723,216.915,9.213,2011,4,15,105,2,0.8660254037844387,-0.4999999999999998,0.9709418174260521,-0.2393156642875575
1,2011-04-22,68.69,3.739,213.401,10.16,2011,4,16,112,2,0.8660254037844387,-0.4999999999999998,0.9350162426854148,-0.35460488704253545
1,2011-04-29,70.79,3.77,215.545,8.924,2011,4,17,119,2,0.8660254037844387,-0.4999999999999998,0.8854560256532099,-0.4647231720437685
1,2011-05-06,72.66,3.936,215.722,9.22,2011,5,18,126,2,0.49999999999999994,-0.8660254037844387,0.8229838658936565,-0.5680647467311557
1,2011-05-13,66.2,3.68,212.803,9.191,2011,5,19,133,2,0.49999999999999994,-0.8660254037844387,0.7485107481711013,-0.663122658240795
1,2011-05-20,65.15,3.119,215.862,8.66,2011,5,20,140,2,0.49999999999999994,-0.8660254037844387,0.6631226582407952,-0.7485107481711012
1,2011-05-27,66.06,3.119,214.743,9.4,2011,5,21,147,2,0.49999999999999994,-0.8660254037844387,0.5680647467311558,-0.8229838658936564
1,2011-06-03,52.01,3.053,216.623,10.043,2011,6,22,154,2,1.2246467991473532e-16,-1.0,0.46472317204376906,-0.8854560256532096
1,2011-06-10,60.36,2.906,212.294,9.474,2011,6,23,161,2,1.2246467991473532e-16,-1.0,0.35460488704253584,-0.9350162426854147
1,2011-06-17,52.49,3.119,217.708,7.92,2011,6,24,168,2,1.2246467991473532e-16,-1.0,0.23931566428755768,-0.970941817426052
1,2011-06-24,43.83,2.647,215.579,7.912,2011,6,25,175,2,1.2246467991473532e-16,-1.0,0.12053668025532308,-0.992708874098054
1,2011-07-01,47.91,2.473,213.879,8.875,2011,7,26,182,3,-0.4999999999999997,-0.8660254037844388,-3.216245299353273e-16,-1.0
1,2011-07-08,37.99,2.396,213.167,8.949,2011,7,27,189,3,-0.4999999999999997,-0.8660254037844388,-0.12053668025532283,-0.992708874098054
1,2011-07-15,33.02,2.133,214.986,7.171,2011,7,28,196,3,-0.4999999999999997,-0.8660254037844388,-0.23931566428755743,-0.9709418174260521
1,2011-07-22,27.74,2.192,213.74,7.545,2011,7,29,203,3,-0.4999999999999997,-0.8660254037844388,-0.3546048870425356,-0.9350162426854148
1,2011-07-29,30.61,1.913,217.392,6.627,2011,7,30,210,3,-0.4999999999999997,-0.8660254037844388,-0.46472317204376806,-0.8854560256532101
1,2011-08-05,28.47,1.76,215.795,7.104,2011,8,31,217,3,-0.8660254037844385,-0.5000000000000004,-0.5680647467311556,-0.8229838658936566
1,2011-08-12,30.93,1.788,216.017,5.471,2011,8,32,224,3,-0.8660254037844385,-0.5000000000000004,-0.663122658240795,-0.7485107481711013
1,2011-08-19,22.16,1.233,213.88,7.045,2011,8,33,231,3,-0.8660254037844385,-0.5000000000000004,-0.7485107481711011,-0.6631226582407952
1,2011-08-26,19.4,1.498,217.066,6.336,2011,8,34,238,3,-0.8660254037844385,-0.5000000000000004,-0.8229838658936564,-0.5680647467311559
1,2011-09-02,22.92,1.069,217.051,6.139,2011,9,35,245,3,-1.0,-1.8369701987210297e-16,-0.8854560256532096,-0.4647231720437691
1,2011-09-09,24.82,1.478,216.049,6.26,2011,9,36,252,3,-1.0,-1.8369701987210297e-16,-0.9350162426854147,-0.3546048870425359
1,2011-09-16,22.15,1.015,213.271,5.861,2011,9,37,259,3,-1.0,-1.8369701987210297e-16,-0.970941817426052,-0.23931566428755774
1,2011-09-23,17.06,1.003,216.634,6.08,2011,9,38,266,3,-1.0,-1.8369701987210297e-16,-0.992708874098054,-0.12053668025532357
1,2011-09-30,19.1,1.061,214.41,5.912,2011,9,39,273,3,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16
1,2011-10-07,17.06,1.031,217.305,7.191,2011,10,40,280,4,-0.8660254037844386,0.5000000000000001,-0.992708874098054,0.1205366802553232
1,2011-10-14,10.89,0.835,213.767,5.459,2011,10,41,287,4,-0.8660254037844386,0.5000000000000001,-0.9709418174260521,0.23931566428755738
1,2011-10-21,14.66,1.197,214.036,6.41,2011,10,42,294,4,-0.8660254037844386,0.5000000000000001,-0.9350162426854148,0.35460488704253557
1,2011-10-28,13.55,0.813,217.865,6.208,2011,10,43,301,4,-0.8660254037844386,0.5000000000000001,-0.8854560256532101,0.464723172043768
1,2011-11-04,29.12,1.498,214.052,6.647,2011,11,44,308,4,-0.5000000000000004,0.8660254037844384,-0.822983865893657,0.5680647467311548
1,2011-11-11,23.92,1.289,215.617,5.944,2011,11,45,315,4,-0.5000000000000004,0.8660254037844384,-0.7485107481711011,0.6631226582407952
1,2011-11-18,28.02,1.18,216.028,6.378,2011,11,46,322,4,-0.5000000000000004,0.8660254037844384,-0.6631226582407955,0.7485107481711007
1,2011-11-25,35.97,1.682,214.069,7.185,2011,11,47,329,4,-0.5000000000000004,0.8660254037844384,-0.5680647467311559,0.8229838658936564
1,2011-12-02,41.52,1.563,212.89,7.6,2011,12,48,336,4,-2.4492935982947064e-16,1.0,-0.4647231720437684,0.88545602565321
1,2011-12-09,33.13,1.752,218.594,7.033,2011,12,49,343,4,-2.4492935982947064e-16,1.0,-0.35460488704253595,0.9350162426854147
1,2011-12-16,39.66,2.018,214.716,7.526,2011,12,50,350,4,-2.4492935982947064e-16,1.0,-0.2393156642875578,0.970941817426052
1,2011-12-23,50.19,2.059,221.44,8.013,2011,12,51,357,4,-2.4492935982947064e-16,1.0,-0.12053668025532363,0.992708874098054
1,2011-12-30,48.31,2.292,214.887,8.338,2011,12,52,364,4,-2.4492935982947064e-16,1.0,6.432490598706546e-16,1.0
1,2012-01-06,51.88,2.565,221.095,8.941,2012,1,1,6,1,0.49999999999999994,0.8660254037844387,0.12053668025532305,0.992708874098054
1,2012-01-13,52.3,3.059,219.655,7.698,2012,1,2,13,1,0.49999999999999994,0.8660254037844387,0.23931566428755774,0.970941817426052
1,2012-01-20,52.24,2.871,221.261,8.74,2012,1,3,20,1,0.49999999999999994,0.8660254037844387,0.3546048870425356,0.9350162426854148
1,2012-01-27,65.89,3.019,219.703,9.319,2012,1,4,27,1,0.49999999999999994,0.8660254037844387,0.4647231720437685,0.8854560256532099
1,2012-02-03,65.99,3.517,219.087,9.182,2012,2,5,34,1,0.8660254037844386,0.5000000000000001,0.5680647467311558,0.8229838658936564
1,2012-02-10,58.7,3.312,222.358,8.991,2012,2,6,41,1,0.8660254037844386,0.5000000000000001,0.6631226582407952,0.7485107481711011
1,2012-02-17,71.89,3.501,220.102,9.026,2012,2,7,48,1,0.8660254037844386,0.5000000000000001,0.7485107481711011,0.6631226582407953
1,2012-02-24,77.8,3.399,215.375,9.677,2012,2,8,55,1,0.8660254037844386,0.5000000000000001,0.8229838658936564,0.5680647467311559
1,2012-03-02,69.02,3.409,214.338,9.047,2012,3,9,62,1,1.0,6.123233995736766e-17,0.8854560256532099,0.4647231720437686
1,2012-03-09,66.97,3.854,220.821,10.643,2012,3,10,69,1,1.0,6.123233995736766e-17,0.9350162426854148,0.35460488704253557
1,2012-03-16,67.73,4.184,221.726,10.099,2012,3,11,76,1,1.0,6.123233995736766e-17,0.970941817426052,0.23931566428755804
1,2012-03-23,80.88,4.468,221.419,11.472,2012,3,12,83,1,1.0,6.123233995736766e-17,0.992708874098054,0.120536680255323
1,2012-03-30,75.22,4.136,218.875,10.211,2012,3,13,90,1,1.0,6.123233995736766e-17,1.0,-1.6081226496766366e-16
1,2012-04-06,74.84,3.666,220.244,10.348,2012,4,14,97,2,0.8660254037844387,-0.4999999999999998,0.992708874098054,-0.12053668025532288
1,2012-04-13,83.67,4.341,219.631,9.871,2012,4,15,104,2,0.8660254037844387,-0.4999999999999998,0.9709418174260521,-0.2393156642875575
1,2012-04-20,77.41,3.945,220.003,10.094,2012,4,16,111,2,0.8660254037844387,-0.4999999999999998,0.9350162426854148,-0.35460488704253545
1,2012-04-27,63.53,3.625,224.732,9.903,2012,4,17,118,2,0.8660254037844387,-0.4999999999999998,0.8854560256532099,-0.4647231720437685
1,2012-05-04,73.71,3.77,216.547,9.479,2012,5,18,125,2,0.49999999999999994,-0.8660254037844387,0.8229838658936565,-0.5680647467311557
1,2012-05-11,57.5,3.622,219.79,9.949,2012,5,19,132,2,0.49999999999999994,-0.8660254037844387,0.7485107481711013,-0.663122658240795
1,2012-05-18,70.38,3.602,216.135,9.355,2012,5,20,139,2,0.49999999999999994,-0.8660254037844387,0.6631226582407952,-0.7485107481711012
1,2012-05-25,47.65,3.452,216.724,8.995,2012,5,21,146,2,0.49999999999999994,-0.8660254037844387,0.5680647467311558,-0.8229838658936564
1,2012-06-01,58.38,3.49,219.495,8.989,2012,6,22,153,2,1.2246467991473532e-16,-1.0,0.46472317204376906,-0.8854560256532096
1,2012-06-08,54.91,2.776,218.383,8.116,2012,6,23,160,2,1.2246467991473532e-16,-1.0,0.35460488704253584,-0.9350162426854147
1,2012-06-15,46.81,3.048,219.741,7.981,2012,6,24,167,2,1.2246467991473532e-16,-1.0,0.23931566428755768,-0.970941817426052
1,2012-06-22,44.11,2.652,222.053,7.952,2012,6,25,174,2,1.2246467991473532e-16,-1.0,0.12053668025532308,-0.992708874098054
1,2012-06-29,40.94,2.172,221.467,8.478,2012,6,26,181,2,1.2246467991473532e-16,-1.0,-3.216245299353273e-16,-1.0
1,2012-07-06,37.62,2.345,218.628,6.9,2012,7,27,188,3,-0.4999999999999997,-0.8660254037844388,-0.12053668025532283,-0.992708874098054
1,2012-07-13,31.44,2.365,217.072,7.739,2012,7,28,195,3,-0.4999999999999997,-0.8660254037844388,-0.23931566428755743,-0.9709418174260521
1,2012-07-20,32.77,1.885,216.159,7.04,2012,7,29,202,3,-0.4999999999999997,-0.8660254037844388,-0.3546048870425356,-0.9350162426854148
1,2012-07-27,29.75,1.782,220.99,7.55,2012,7,30,209,3,-0.4999999999999997,-0.8660254037844388,-0.46472317204376806,-0.8854560256532101
1,2012-08-03,24.03,1.773,219.852,7.64,2012,8,31,216,3,-0.8660254037844385,-0.5000000000000004,-0.5680647467311556,-0.8229838658936566
1,2012-08-10,24.99,1.376,222.43,6.542,2012,8,32,223,3,-0.8660254037844385,-0.5000000000000004,-0.663122658240795,-0.7485107481711013
1,2012-08-17,20.4,1.332,220.853,5.975,2012,8,33,230,3,-0.8660254037844385,-0.5000000000000004,-0.7485107481711011,-0.6631226582407952
1,2012-08-24,17.16,1.348,220.26,5.947,2012,8,34,237,3,-0.8660254037844385,-0.5000000000000004,-0.8229838658936564,-0.5680647467311559
1,2012-08-31,15.34,0.925,219.898,6.341,2012,8,35,244,3,-0.8660254037844385,-0.5000000000000004,-0.8854560256532096,-0.4647231720437691
1,2012-09-07,16.82,1.018,219.919,6.358,2012,9,36,251,3,-1.0,-1.8369701987210297e-16,-0.9350162426854147,-0.3546048870425359
1,2012-09-14,10.46,0.877,217.497,6.45,2012,9,37,258,3,-1.0,-1.8369701987210297e-16,-0.970941817426052,-0.23931566428755774
1,2012-09-21,15.75,0.968,221.25,6.249,2012,9,38,265,3,-1.0,-1.8369701987210297e-16,-0.992708874098054,-0.12053668025532357
1,2012-09-28,14.09,0.877,220.198,5.013,2012,9,39,272,3,-1.0,-1.8369701987210297e-16,-1.0,-1.8369701987210297e-16
1,2012-10-05,11.19,0.929,221.89,6.156,2012,10,40,279,4,-0.8660254037844386,0.5000000000000001,-0.992708874098054,0.1205366802553232
1,2012-10-12,11.61,0.831,221.925,6.287,2012,10,41,286,4,-0.8660254037844386,0.5000000000000001,-0.9709418174260521,0.23931566428755738
1,2012-10-19,19.69,1.182,222.031,5.311,2012,10,42,293,4,-0.8660254037844386,0.5000000000000001,-0.9350162426854148,0.35460488704253557
1,2012-10-26,15.7,1.246,221.481,7.377,2012,10,43,300,4,-0.8660254037844386,0.5000000000000001,-0.8854560256532101,0.464723172043768
2,2010-02-05,68.77,3.203,209.393,8.365,2010,2,5,36,1,0.8660254037844386,0.5000000000000001,0.5680647467311558,0.8229838658936564
2,2010-02-12,59.53,3.675,205.259,8.635,2010,2,6,43,1,0.8660254037844386,0.5000000000000001,0.6631226582407952,0.7485107481711011
2,2010-02-19,64.07,3.481,212.473,9.866,2010,2,7,50,1,0.8660254037844386,0.5000000000000001,0.7485107481711011,0.6631226582407953
2,2010-02-26,61.76,3.758,211.898,9.364,2010,2,8,57,1,0.8660254037844386,0.5000000000000001,0.8229838658936564,0.5680647467311559
2,2010-03-05,72.83,4.324,209.548,10.262,2010,3,9,64,1,1.0,6.123233995736766e-17,0.8854560256532099,0.4647231720437686
2,2010-03-12,63.91,3.809,209.372,10.267,2010,3,10,71,1,1.0,6.123233995736766e-17,0.9350162426854148,0.35460488704253557
2,2010-03-19,79.91,3.733,210.036,10.632,2010,3,11,78,1,1.0,6.123233995736766e-17,0.970941817426052,0.23931566428755804
2,2010-03-26,83.28,4.128,209.559,10.107,2010,3,12,85,1,1.0,6.123233995736766e-17,0.992708874098054,0.120536680255323
2,2010-04-02,68.91,3.694,210.077,9.903,2010,4,13,92,2,0.8660254037844387,-0.4999999999999998,1.0,-1.6081226496766366e-16
2,2010-04-09,72.55,4.12,206.018,10.311,2010,4,14,99,2,0.8660254037844387,-0.4999999999999998,0.992708874098054,-0.12053668025532288
2,2010-04-16,71.82,3.952,207.131,9.82,2010,4,15,106,2,0.8660254037844387,-0.4999999999999998,0.9709418174260521,-0.2393156642875575
2,2010-04-23,64.51,3.768,207.764,10.015,2010,4,16,113,2,0.8660254037844387,-0.4999999999999998,0.9350162426854148,-0.35460488704253545
2,2010-04-30,65.98,3.796,211.69,10.414,2010,4,17,120,2,0.8660254037844387,-0.4999999999999998,0.8854560256532099,-0.4647231720437685
2,2010-05-07,64.36,3.939,210.788,8.538,2010,5,18,127,2,0.49999999999999994,-0.8660254037844387,0.8229838658936565,-0.5680647467311557
2,2010-05-14,72.65,3.529,208.687,9.262,2010,5,19,134,2,0.49999999999999994,-0.8660254037844387,0.7485107481711013,-0.663122658240795
2,2010-05-21,61.83,3.673,213.553,9.927,2010,5,20,141,2,0.49999999999999994,-0.8660254037844387,0.6631226582407952,-0.7485107481711012
2,2010-05-28,64.67,3.476,209.027,9.122,2010,5,21,148,2,0.49999999999999994,-0.8660254037844387,0.5680647467311558,-0.8229838658936564
2,2010-06-04,53.46,3.271,212.431,9.302,2010,6,22,155,2,1.2246467991473532e-16,-1.0,0.46472317204376906,-0.8854560256532096
2,2010-06-11,48.68,3.118,208.753,9.165,2010,6,23,162,2,1.2246467991473532e-16,-1.0,0.35460488704253584,-0.9350162426854147
2,2010-06-18,52.55,2.982,209.794,8.305,2010,6,24,169,2,1.2246467991473532e-16,-1.0,0.23931566428755768,-0.970941817426052
2,2010-06-25,45.86,2.251,208.267,8.232,2010,6,25,176,2,1.2246467991473532e-16,-1.0,0.12053668025532308,-0.992708874098054
2,2010-07-02,46.59,2.592,210.986,8.432,2010,7,26,183,3,-0.4999999999999997,-0.8660254037844388,-3.216245299353273e-16,-1.0
2,2010-07-09,38.07,2.431,210.516,7.417,2010,7,27,190,3,-0.4999999999999997,-0.8660254037844388,-0.12053668025532283,-0.992708874098054
2,2010-07-16,40.81,2.029,209.202,7.979,2010,7,28,197,3,-0.4999999999999997,-0.8660254037844388,-0.23931566428755743,-0.9709418174260521
2,2010-07-23,30.09,1.843,209.213,7.838,2010,7,29,204,3,-0.4999999999999997,-0.8660254037844388,-0.3546048870425356,-0.9350162426854148
2,2010-07-30,29.47,1.824,209.082,6.482,2010,7,30,211,3,-0.4999999999999997,-0.8660254037844388,-0.46472317204376806,-0.8854560256532101
2,2010-08-06,22.24,1.736,209.069,6.652,2010,8,31,218,3,-0.8660254037844385,-0.5000000000000004,-0.5680647467311556,-0.8229838658936566
2,2010-08-13,31.69,1.554,210.231,6.375,2010,8,32,225,3,-0.8660254037844385,-0.5000000000000004,-0.663122658240795,-0.7485107481711013
2,2010-08-20,20.31,1.315,211.122,7.561,2010,8,33,232,3,-0.8660254037844385,-0.5000000000000004,-0.7485107481711011,-0.6631226582407952
2,2010-08-27,22.35,1.397,208.506,8.176,2010,8,34,239,3,-0.8660254037844385,-0.5000000000000004,-0.8229838658936564,-0.5680647467311559
2,2010-09-03,11.65,1.114,207.307,6.656,2010,9,35,246,3,-1.0,-1.8369701987210297e-16,-0.8854560256532096,-0.4647231720437691
2,2010-09-10,13.36,1.001,210.324,5.649,2010,9,36,253,3,-1.0,-1.8369701987210297e-16,-0.9350162426854147,-0.3546048870425359
2,2010-09-17,18.52,1.161,212.113,5.655,2010,9,37,260,3,-1.0,-1.8369701987210297e-16,-0.970941817426052,-0.23931566428755774
2,2010-09-24,3.66,0.966,209.542,5.606,2010,9,38,267,3,-1.0,-1.8369701987210297e-16,-0.992708874098054,-0.12053668025532357
2,2010-10-01,7.18,0.939,209.903,5.852,2010,10,39,274,4,-0.8660254037844386,0.5000000000000001,-1.0,-1.8369701987210297e-16
2,2010-10-08,14.26,1.456,209.598,5.76,2010,10,40,281,4,-0.8660254037844386,0.5000000000000001,-0.992708874098054,0.1205366802553232
2,2010-10-15,9.85,0.94,212.429,6.249,2010,10,41,288,4,-0.8660254037844386,0.5000000000000001,-0.9709418174260521,0.23931566428755738
2,2010-10-22,15.58,1.068,211.341,5.886,2010,10,42,295,4,-0.8660254037844386,0.5000000000000001,-0.9350162426854148,0.35460488704253557
2,2010-10-29,15.5,1.069,212.348,5.301,2010,10,43,302,4,-0.8660254037844386,0.5000000000000001,-0.8854560256532101,0.464723172043768
2,2010-11-05,15.3,1.165,209.787,5.769,2010,11,44,309,4,-0.5000000000000004,0.8660254037844384,-0.822983865893657,0.5680647467311548
2,2010-11-12,27.28,1.361,210.076,6.384,2010,11,45,316,4,-0.5000000000000004,0.8660254037844384,-0.7485107481711011,0.6631226582407952
2,2010-11-19,17.57,1.537,210.174,6.304,2010,11,46,323,4,-0.5000000000000004,0.8660254037844384,-0.6631226582407955,0.7485107481711007
2,2010-11-26,30.31,1.811,209.18,6.579,2010,11,47,330,4,-0.5000000000000004,0.8660254037844384,-0.5680647467311559,0.8229838658936564
2,2010-12-03,41.17,2.219,208.595,7.91,2010,12,48,337,4,-2.4492935982947064e-16,1.0,-0.4647231720437684,0.88545602565321
2,2010-12-10,37.77,1.706,208.601,6.3,2010,12,49,344,4,-2.4492935982947064e-16,1.0,-0.35460488704253595,0.9350162426854147
2,2010-12-17,31.52,2.336,211.89,7.096,2010,12,50,351,4,-2.4492935982947064e-16,1.0,-0.2393156642875578,0.970941817426052
2,2010-12-24,46.66,2.522,211.316,7.872,2010,12,51,358,4,-2.4492935982947064e-16,1.0,-0.12053668025532363,0.992708874098054
