Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP002712,Male,,1,Graduate,No,5729,762,104.0,360.0,1.0,Semiurban,Y
LP000832,Male,Yes,1,Graduate,No,12487,6394,75.0,240.0,1.0,Rural,Y
LP002703,Male,No,2,Not Graduate,Yes,9228,7653,228.0,360.0,0.0,Semiurban,Y
LP000983,Male,No,0,Graduate,No,2559,1527,95.0,240.0,1.0,Semiurban,N
LP000460,Male,Yes,1,Graduate,No,28470,218,88.0,360.0,1.0,Urban,Y
LP007199,Female,Yes,1,Graduate,No,17301,396,127.0,120.0,1.0,Rural,Y
LP003595,Male,Yes,1,Graduate,No,25224,500,99.0,480.0,1.0,Semiurban,Y
LP005779,Female,Yes,1,Not Graduate,No,27550,869,205.0,120.0,1.0,Semiurban,Y
LP009272,Male,No,1,Graduate,No,17681,2876,85.0,360.0,1.0,Urban,Y
LP002754,Male,Yes,,Not Graduate,No,5080,1628,208.0,480.0,1.0,Rural,N
LP009603,Male,Yes,0,Not Graduate,No,22285,910,245.0,300.0,1.0,Semiurban,Y
LP001486,Male,Yes,3+,Graduate,,16228,580,95.0,360.0,1.0,Semiurban,Y
LP006597,Male,Yes,1,Graduate,No,13375,2999,95.0,480.0,1.0,Semiurban,Y
LP004309,Female,Yes,2,Graduate,No,4225,411,190.0,360.0,1.0,Rural,Y
LP007660,Female,No,1,Graduate,No,34311,482,149.0,300.0,1.0,Semiurban,Y
LP007180,Male,,2,Graduate,No,7816,541,231.0,300.0,1.0,Semiurban,N
LP004384,Male,Yes,1,Graduate,No,8868,1184,178.0,120.0,1.0,Semiurban,Y
LP005786,Female,Yes,2,Graduate,No,96770,11296,130.0,300.0,1.0,Semiurban,Y
LP006066,Female,Yes,2,Not Graduate,No,2701,5371,166.0,180.0,1.0,Semiurban,N
LP007946,Male,Yes,3+,Graduate,No,17202,2131,173.0,360.0,1.0,Semiurban,Y
LP004028,Male,Yes,0,Not Graduate,No,30503,5806,161.0,240.0,1.0,Rural,Y
LP004627,Male,Yes,1,Graduate,Yes,22493,999,175.0,,1.0,Semiurban,Y
LP000505,Female,No,1,Not Graduate,No,4132,1319,120.0,300.0,1.0,Rural,Y
LP005283,Male,No,1,Not Graduate,No,5385,12400,90.0,360.0,1.0,Rural,Y
LP001194,Female,,1,Not Graduate,No,13893,3042,109.0,300.0,,Semiurban,N
LP001263,Male,Yes,3+,Graduate,No,7126,1185,,240.0,1.0,Semiurban,Y
LP006314,Male,Yes,0,Not Graduate,No,11015,1824,,480.0,,Rural,Y
LP004072,Female,Yes,0,Graduate,No,37191,118,167.0,300.0,1.0,Rural,Y
LP002341,Female,Yes,0,Not Graduate,No,24568,6081,99.0,180.0,1.0,Urban,Y
LP000214,Male,Yes,0,Graduate,No,7920,1168,192.0,180.0,1.0,Urban,Y
LP008395,Female,Yes,,Graduate,No,10932,586,151.0,360.0,1.0,Semiurban,Y
LP008684,Female,Yes,1,Graduate,No,27266,3329,129.0,180.0,1.0,Rural,Y
LP009422,Male,Yes,3+,Graduate,No,19843,247,131.0,480.0,1.0,Rural,Y
LP007692,Female,Yes,2,Not Graduate,No,7581,227,200.0,240.0,1.0,Semiurban,N
LP009207,Male,No,0,Graduate,,5918,530,127.0,360.0,1.0,Urban,Y
LP007054,Male,Yes,0,Not Graduate,No,5045,61,207.0,180.0,,Rural,N
LP000824,Male,Yes,1,Graduate,No,11808,2898,184.0,360.0,1.0,Urban,Y
LP004388,Male,Yes,3+,Graduate,No,4374,770,212.0,300.0,1.0,Urban,N
LP002894,,No,0,Graduate,No,26796,8343,208.0,300.0,1.0,Semiurban,Y
LP002367,Male,No,1,Graduate,No,3677,620,199.0,,1.0,Rural,Y
LP004559,Female,Yes,2,Graduate,Yes,8692,1722,111.0,300.0,1.0,Rural,N
LP002152,Male,Yes,2,Graduate,Yes,10356,628,185.0,360.0,1.0,Rural,Y
LP007092,Female,Yes,2,Graduate,No,10877,1971,65.0,360.0,1.0,Urban,N
LP002396,Male,Yes,1,Graduate,No,38420,397,154.0,180.0,1.0,Rural,Y
LP008425,Male,Yes,1,Graduate,Yes,14941,423,182.0,,1.0,Semiurban,Y
LP006431,Female,Yes,1,Not Graduate,Yes,8225,73,175.0,180.0,1.0,Urban,Y
LP009428,Female,Yes,1,Graduate,No,7506,65,265.0,360.0,1.0,Rural,Y
LP000019,Male,Yes,1,Graduate,Yes,3727,140,181.0,480.0,1.0,Urban,Y
LP002884,Male,Yes,2,Graduate,No,5394,4925,73.0,360.0,0.0,Urban,Y
LP003403,,Yes,1,Graduate,No,4204,633,131.0,300.0,1.0,Rural,N
LP008379,Male,Yes,,Graduate,No,6118,1109,140.0,480.0,1.0,Semiurban,Y
LP008314,Female,Yes,0,Graduate,No,74417,2150,112.0,240.0,1.0,Rural,Y
LP007823,,Yes,0,Graduate,No,4306,1046,160.0,300.0,1.0,Urban,Y
LP000324,Male,Yes,2,Graduate,No,4740,1847,212.0,360.0,1.0,Urban,N
LP005603,Male,,1,Graduate,No,3811,458,163.0,,1.0,Urban,N
LP001157,Male,No,1,Graduate,No,4137,1637,141.0,360.0,0.0,Urban,N
LP008851,Female,No,,Graduate,No,2348,1212,147.0,300.0,1.0,Rural,N
LP004558,Female,Yes,,Graduate,No,4310,517,158.0,240.0,1.0,Semiurban,Y
LP005082,Male,Yes,3+,Graduate,Yes,20296,349,168.0,300.0,0.0,Rural,Y
LP007188,,No,3+,Graduate,No,14264,481,155.0,480.0,0.0,Urban,N
LP004882,Male,Yes,0,Not Graduate,No,4434,1827,156.0,360.0,1.0,Urban,Y
LP007398,Female,Yes,3+,Not Graduate,No,31631,493,210.0,180.0,0.0,Urban,Y
LP006948,Male,No,0,Graduate,No,12552,55,179.0,480.0,1.0,Rural,Y
LP002690,Male,Yes,1,Not Graduate,No,12163,1473,136.0,300.0,1.0,Semiurban,N
LP003840,Female,No,1,Not Graduate,No,6478,803,215.0,240.0,1.0,Semiurban,Y
LP002555,Male,Yes,2,Graduate,No,10857,447,154.0,,1.0,Semiurban,N
LP009195,Female,Yes,0,Graduate,No,9543,683,152.0,360.0,1.0,Semiurban,Y
LP002199,Male,Yes,1,Graduate,No,36476,1722,95.0,300.0,1.0,Semiurban,Y
LP006719,Male,Yes,1,Graduate,Yes,8193,136,151.0,360.0,1.0,Urban,N
LP000613,Female,,3+,Graduate,No,9868,12225,160.0,180.0,1.0,Rural,Y
LP001992,Male,Yes,0,Graduate,No,100305,6083,163.0,300.0,1.0,Rural,Y
LP006057,Male,Yes,0,Graduate,No,50464,1077,197.0,180.0,1.0,Semiurban,Y
LP008745,Male,Yes,0,Graduate,Yes,13566,6724,,360.0,0.0,Urban,Y
LP008860,Female,Yes,0,Graduate,No,21866,1085,131.0,180.0,1.0,Rural,Y
LP007756,Female,Yes,0,Graduate,No,7037,540,129.0,360.0,,Rural,Y
LP001765,Male,Yes,1,Graduate,No,15545,1094,88.0,360.0,1.0,Semiurban,Y
LP003763,Male,Yes,3+,Graduate,No,29216,2356,64.0,360.0,1.0,Urban,Y
LP006488,Male,Yes,1,Not Graduate,No,14107,236,162.0,360.0,1.0,Semiurban,N
LP002531,Female,Yes,0,Graduate,Yes,11130,583,114.0,360.0,1.0,Semiurban,N
LP005643,Male,No,1,Graduate,No,16424,3504,203.0,360.0,1.0,Semiurban,Y
LP000340,Male,No,3+,Graduate,Yes,25618,474,205.0,180.0,1.0,Rural,Y
LP008221,Female,Yes,1,Graduate,No,12640,864,191.0,360.0,1.0,Urban,Y
LP005512,Female,No,0,Graduate,No,8249,2452,122.0,240.0,1.0,Urban,Y
LP001640,Female,Yes,0,Graduate,No,9767,3270,110.0,480.0,1.0,Rural,Y
LP002545,Male,Yes,2,Graduate,No,2645,1151,164.0,300.0,1.0,Urban,N
LP000435,Male,No,1,Not Graduate,No,37512,1012,133.0,480.0,1.0,Semiurban,Y
LP005516,Female,Yes,0,Not Graduate,No,9760,3767,,300.0,1.0,Rural,N
LP006199,Male,Yes,3+,Graduate,No,7371,18929,146.0,180.0,1.0,Urban,Y
LP005719,Male,Yes,0,Not Graduate,No,7562,163,110.0,300.0,1.0,Urban,N
LP001793,Male,,0,Graduate,Yes,2870,184,152.0,240.0,1.0,Urban,N
LP006072,Male,Yes,3+,Graduate,Yes,106051,1014,134.0,,1.0,Urban,Y
LP002605,Male,No,1,Not Graduate,Yes,14029,4067,127.0,480.0,0.0,Rural,Y
LP000972,Female,No,1,Graduate,No,4739,3686,183.0,480.0,1.0,Semiurban,N
LP007324,,Yes,0,Not Graduate,No,17902,4051,253.0,180.0,1.0,Semiurban,Y
LP002868,,,1,Not Graduate,No,4173,3361,136.0,180.0,0.0,Urban,N
LP003220,Female,Yes,1,Graduate,No,46566,1015,143.0,360.0,1.0,Rural,Y
LP002486,Female,Yes,1,Not Graduate,No,9476,2151,151.0,300.0,1.0,Urban,Y
LP006076,Male,Yes,0,Graduate,No,49414,18,104.0,300.0,1.0,Rural,Y
LP000257,Female,Yes,0,Graduate,No,32999,1393,179.0,360.0,1.0,Rural,Y
LP006459,Male,Yes,0,Graduate,,4098,122,119.0,360.0,1.0,Semiurban,Y
LP001222,Male,,2,Graduate,Yes,21963,1263,127.0,480.0,,Semiurban,Y
LP000878,Female,Yes,0,Graduate,No,27337,498,143.0,360.0,1.0,Urban,Y
LP002619,Female,Yes,1,Graduate,No,39002,4297,113.0,300.0,0.0,Urban,Y
LP007410,Male,Yes,0,Graduate,,9197,227,219.0,240.0,0.0,Urban,N
LP000704,Male,No,3+,Graduate,No,30036,1015,178.0,240.0,1.0,Urban,Y
LP000431,Male,Yes,3+,Graduate,Yes,12683,3629,55.0,360.0,,Semiurban,Y
LP005126,Female,Yes,2,Not Graduate,No,36441,574,123.0,180.0,1.0,Urban,Y
LP005901,Female,Yes,0,Graduate,No,9740,897,125.0,180.0,1.0,Semiurban,N
LP007303,Male,Yes,3+,Graduate,No,7028,270,236.0,240.0,0.0,Semiurban,N
LP004401,Male,Yes,2,Graduate,No,6159,1281,172.0,300.0,1.0,Semiurban,Y
LP006278,Male,,3+,Graduate,No,14543,5455,154.0,180.0,1.0,Rural,Y
LP001581,Male,Yes,3+,Graduate,No,13984,564,147.0,300.0,1.0,Semiurban,Y
LP003758,Male,No,0,Graduate,No,33376,190,140.0,240.0,1.0,Semiurban,Y
LP001914,,,0,Graduate,No,28095,435,186.0,120.0,1.0,Semiurban,Y
LP001090,Male,Yes,1,Graduate,No,4765,5442,210.0,240.0,1.0,Urban,Y
LP000740,Male,Yes,0,Graduate,Yes,5163,2418,,300.0,1.0,Semiurban,N
LP001630,Male,Yes,3+,Graduate,No,4082,175,144.0,360.0,1.0,Rural,Y
LP006955,Female,No,0,Graduate,No,22246,349,113.0,240.0,1.0,Urban,Y
LP001713,Female,Yes,,Graduate,No,8893,26272,167.0,,1.0,Urban,Y
LP005432,Male,No,0,Graduate,No,25248,2579,165.0,480.0,0.0,Rural,Y
LP002809,Male,Yes,0,Graduate,No,6758,570,179.0,480.0,1.0,Urban,Y
LP006875,Female,Yes,0,Graduate,No,33761,216,185.0,120.0,1.0,Rural,Y
LP008848,Female,Yes,0,Graduate,No,34651,2515,112.0,180.0,1.0,Urban,Y
LP004008,Male,Yes,1,Graduate,No,9409,1993,101.0,360.0,1.0,Semiurban,N
LP009455,Female,Yes,1,Graduate,No,4076,1013,136.0,360.0,1.0,Semiurban,Y
LP000961,Male,Yes,2,Not Graduate,No,4286,166,163.0,480.0,1.0,Semiurban,N
LP006252,Male,Yes,1,Not Graduate,No,64017,693,96.0,240.0,1.0,Semiurban,Y
LP009225,Female,Yes,1,Graduate,No,9149,3291,205.0,360.0,,Semiurban,N
LP003313,Female,Yes,,Graduate,Yes,7766,152,89.0,480.0,1.0,Semiurban,Y
LP003804,Female,Yes,1,Graduate,Yes,22850,643,140.0,180.0,0.0,Urban,Y
LP006474,Female,Yes,2,Graduate,No,17178,1149,95.0,360.0,1.0,Rural,Y
LP002933,Male,Yes,2,Graduate,Yes,4840,2169,105.0,240.0,1.0,Semiurban,Y
LP001297,Male,Yes,0,Graduate,No,7697,386,174.0,300.0,1.0,Semiurban,Y
LP007058,Male,No,1,Graduate,No,4040,189,92.0,300.0,1.0,Urban,Y
LP003428,Female,No,1,Graduate,No,63460,205,130.0,360.0,1.0,Rural,Y
LP004115,Female,Yes,0,Graduate,Yes,2571,628,,300.0,1.0,Semiurban,Y
LP007443,Male,No,3+,Graduate,No,20138,2401,215.0,300.0,1.0,Urban,Y
LP006515,Male,No,0,Not Graduate,No,5741,2094,116.0,360.0,1.0,Rural,N
LP005193,Female,Yes,0,Graduate,,13839,1005,166.0,300.0,1.0,Rural,Y
LP007782,Male,Yes,1,Graduate,No,7192,1130,147.0,300.0,1.0,Semiurban,N
LP006241,Female,Yes,0,Graduate,No,7297,813,78.0,300.0,1.0,Rural,Y
LP002582,Female,No,2,Graduate,No,11584,3331,89.0,360.0,1.0,Urban,Y
LP003472,Female,Yes,1,Not Graduate,No,30866,4645,171.0,360.0,1.0,Semiurban,Y
LP007463,Female,Yes,0,Not Graduate,No,17803,793,66.0,360.0,1.0,Semiurban,Y
LP005437,Male,No,0,Graduate,Yes,10908,5435,155.0,180.0,1.0,Rural,Y
LP007149,Male,Yes,2,Not Graduate,,3597,1963,234.0,300.0,1.0,Semiurban,N
LP002606,Male,Yes,3+,Graduate,No,27593,1250,122.0,300.0,1.0,Urban,Y
LP001832,Female,No,0,Graduate,No,27943,2161,148.0,240.0,1.0,Rural,Y
LP004908,,Yes,0,Graduate,No,10560,1585,242.0,360.0,1.0,Semiurban,Y
LP005713,Male,Yes,0,Not Graduate,No,32110,1040,161.0,360.0,1.0,Semiurban,Y
LP008814,Male,Yes,2,Graduate,No,9602,6790,87.0,300.0,1.0,Semiurban,Y
LP008265,Female,Yes,2,Graduate,No,14891,2384,117.0,360.0,1.0,Urban,Y
LP008760,Male,Yes,1,Graduate,No,7389,535,90.0,360.0,1.0,Urban,Y
LP007822,Male,Yes,1,Graduate,No,9917,4023,228.0,360.0,1.0,Semiurban,N
LP008232,Male,Yes,1,Graduate,No,5564,548,146.0,360.0,1.0,Urban,Y
LP004600,Male,No,0,Not Graduate,No,2400,1112,127.0,240.0,1.0,Semiurban,N
LP001769,Male,Yes,1,Graduate,No,13395,3762,151.0,360.0,1.0,Urban,Y
LP001113,Male,Yes,1,Graduate,No,15388,33,222.0,300.0,1.0,Semiurban,Y
LP006716,Male,No,2,Graduate,Yes,8762,455,70.0,300.0,1.0,Urban,Y
LP005361,Female,No,1,Graduate,No,16564,982,113.0,300.0,1.0,Urban,Y
LP004576,Male,Yes,2,Not Graduate,No,8364,1034,76.0,360.0,,Semiurban,Y
LP000191,Male,Yes,,Graduate,No,14294,814,105.0,360.0,1.0,Urban,Y
LP005784,Male,Yes,3+,Graduate,No,27767,869,91.0,180.0,1.0,Semiurban,Y
LP008743,Male,Yes,1,Graduate,No,60198,8566,166.0,300.0,1.0,Urban,Y
LP000732,Female,No,1,Graduate,No,11933,104,164.0,,1.0,Semiurban,Y
LP002170,Male,,1,Not Graduate,No,33771,3362,148.0,180.0,1.0,Urban,Y
LP000974,Male,Yes,3+,Graduate,No,12463,591,159.0,480.0,1.0,Rural,Y
LP008387,Female,Yes,1,Graduate,No,26016,6842,199.0,300.0,1.0,Rural,Y
LP008540,Female,No,1,Graduate,Yes,2172,1421,178.0,120.0,1.0,Urban,N
LP008199,Male,Yes,1,Not Graduate,No,9055,917,101.0,360.0,1.0,Semiurban,N
LP000890,Male,Yes,1,Graduate,No,14108,4437,144.0,300.0,1.0,Semiurban,Y
LP000778,Female,No,1,Graduate,No,12391,157,114.0,180.0,1.0,Urban,Y
LP002296,Male,No,0,Graduate,No,4543,769,125.0,360.0,1.0,Urban,Y
LP004257,Female,Yes,1,Graduate,No,26764,8490,189.0,,0.0,Rural,Y
LP004922,Female,No,1,Graduate,No,18519,4246,111.0,,1.0,Urban,Y
LP007004,Female,Yes,0,Graduate,Yes,22362,1432,67.0,300.0,1.0,Rural,Y
LP002317,Male,Yes,2,Graduate,No,13952,727,210.0,,,Semiurban,N
LP002559,Male,No,1,Graduate,No,5348,497,38.0,120.0,1.0,Semiurban,Y
LP008829,Male,No,0,Graduate,No,13241,903,128.0,360.0,1.0,Semiurban,N
LP003341,Female,No,0,Graduate,Yes,9092,1003,218.0,300.0,0.0,Semiurban,N
LP006375,Male,Yes,0,Graduate,No,34584,1222,100.0,360.0,1.0,Semiurban,Y
LP000133,Male,Yes,2,Not Graduate,No,4023,6844,236.0,180.0,1.0,Rural,Y
LP009390,Male,Yes,3+,Graduate,No,29838,796,209.0,240.0,1.0,Urban,Y
LP004750,Female,No,3+,Graduate,No,21478,312,160.0,180.0,1.0,Rural,Y
LP008676,Male,Yes,1,Graduate,,5776,147,197.0,360.0,1.0,Semiurban,Y
LP001510,Female,Yes,0,Graduate,No,12430,4879,214.0,360.0,1.0,Rural,N
LP006420,Male,Yes,2,Graduate,No,9702,781,117.0,,0.0,Urban,N
LP001407,Female,Yes,2,Graduate,No,22916,1293,92.0,360.0,,Semiurban,Y
LP004925,Male,Yes,0,Graduate,No,19982,3276,231.0,480.0,1.0,Semiurban,N
LP007045,Female,Yes,2,Graduate,No,10149,17136,67.0,360.0,1.0,Rural,Y
LP001526,Male,No,0,Not Graduate,No,7252,116,146.0,300.0,1.0,Semiurban,Y
LP007025,Female,No,0,Graduate,No,9763,133,133.0,300.0,1.0,Rural,Y
LP008025,Male,Yes,3+,Graduate,No,4164,870,106.0,360.0,1.0,Rural,Y
LP006720,Male,Yes,1,Graduate,,5113,1643,70.0,360.0,1.0,Urban,Y
LP000157,Female,Yes,1,Graduate,,5665,389,94.0,360.0,1.0,Rural,Y
LP008835,Female,Yes,1,Graduate,No,16453,4741,181.0,240.0,1.0,Urban,Y
LP005202,Female,Yes,1,Not Graduate,,11141,3560,180.0,,1.0,Semiurban,Y
LP000146,Male,No,1,Graduate,No,9778,2338,116.0,360.0,1.0,Urban,Y
LP007567,Female,Yes,1,Not Graduate,No,10799,392,196.0,240.0,,Urban,Y
LP004071,Male,Yes,3+,Not Graduate,No,7967,1343,59.0,300.0,1.0,Rural,Y
LP002926,Female,Yes,1,Graduate,No,12033,1332,209.0,360.0,0.0,Urban,Y
LP001454,Male,Yes,2,Graduate,No,8377,3157,141.0,360.0,1.0,Urban,N
LP006381,Female,Yes,0,Graduate,No,61436,189,101.0,300.0,1.0,Urban,Y
LP006884,Male,Yes,0,Graduate,No,15899,1000,202.0,360.0,1.0,Urban,Y
LP003397,Female,Yes,1,Not Graduate,No,8543,2358,225.0,300.0,0.0,Semiurban,N
LP003656,Male,No,2,Graduate,No,16931,11965,214.0,360.0,1.0,Rural,Y
LP006710,Female,Yes,,Graduate,Yes,9019,5407,144.0,360.0,1.0,Semiurban,Y
LP007400,Male,No,1,Graduate,No,6492,1297,142.0,360.0,1.0,Urban,Y
LP006611,Female,Yes,2,Graduate,No,31380,354,,240.0,0.0,Urban,Y
LP009554,Female,Yes,3+,Graduate,No,19251,1506,207.0,240.0,1.0,Urban,Y
LP007732,Male,Yes,,Graduate,No,90864,99,150.0,,1.0,Semiurban,Y
LP003977,Male,Yes,0,Graduate,No,24586,2597,193.0,240.0,1.0,Rural,Y
LP003829,Female,Yes,2,Not Graduate,No,28571,3551,107.0,360.0,1.0,Urban,Y
LP000837,Female,Yes,0,Not Graduate,No,16169,314,109.0,120.0,1.0,Semiurban,Y
LP002424,Male,Yes,0,Not Graduate,No,29301,1503,182.0,300.0,1.0,Urban,Y
LP009339,Male,Yes,2,Graduate,No,9795,533,155.0,360.0,0.0,Semiurban,N
LP007605,Male,Yes,,Graduate,No,17813,1043,214.0,480.0,,Rural,Y
LP001785,Female,Yes,2,Graduate,No,2874,1928,162.0,300.0,1.0,Rural,N
